Last Name,Second Names,Nickname,First Name,Title,Image,Image source,Image License,Relationship,Include,Birth,Death,Biography,Priory Guests,Date of First Meeting,Context of First Meeting,Frequency of Contact,McCormack,Rignall,Additional Notes ,# of letters, Appendix ,Sources of Text,
Noel,de Broe,,Alice,,,,,,,,,,Semi-regular,,,,,,,,,,
Norton,,,Sara',,,,,,,,,,,,,,,,,,"DeWolfe  Howe, eds.,  Letters  of  Charles  Eliot Norton,  V,7",,
Novikoff,,,Olga,,,,,,,,,,Semi-regular,,,,61,,,,,,
Olfers,,,Ignaz,,,,,,,,,Director of the Neues Museum ,,,,,,,,,,,
Olfers,,,Hedwig,,,,,,,,,Meets GE at Henriette Solmars salon,,,,,40,,,,,,
Orr,,,Alexandra,,,,,,,,,Pre-Raphaelite association; Fredric Leighton's sister// Mrs. Alexandra Sutherland (Leighton),Semi-regular,,,,41,,,,V. 144. 333. 419. VI. 14. 43. 234. 364. 436. VII. 267,,
Otter,,,Emily Cross,,,,,,,,,,Semi-regular,,,,,,,,"I, lxiii, V, 143, 171, 204. 215, 302. 310, 420, 435.  446, VI. 7, engaged to Fran-cis Otter, 116, 117-8; 169. 233, 354. VII. 286, 299, 312. 318-320, 322, at Witley, 335",,
Otter,,,Francis,,,,,,,,,Married to Emily Cross (1875),Semi-regular,,,,,,,,"I. Ixii. V. 143, 216, 238. 286, going to Australia, 304-5; VI, 43, engaged to Emily Cross, 116; 117-8, VII, 312, 318-9. Cross visits, 234; GE's trustee. 268; 279, 321-2, at Witley, 335",,
Ouvry,Arthur Carrington,,Ayme ,,,,,,,,,,,,,,,,,,"III, 125, 177, IV, 26",,
Ouvry,,,Mrs. Carrington,,,,,,,,,,,,,,,,,,"II, 264, III, 195, 273, 474, IV, 36, 53-4, 132, 151, 171-2,185, 243, 272, !121, 369, V, 80, 83, 85, 96, 126, 143, 176,  180, 217, 257,  316,  363, 369, 375, 424, VI, 7, 21, 35, 97, 114, 153, 157, 20!1, 267, 271, 298, 309, 329,   363, 375,  380, 389, VII, 38, 49, 64-5, 73,  89, 95-6, 105-6, 130,167, 177,209,2!10,234, 243, 257, !lll, 314, 327 I. xi, xiii, xvii, V, 109, 156. See also Elinor South-wood Lewes",,
Ouvry,Garnault,,Lionel,,,,,,,,,,,,,,,,,,"VII, 338",,
Ouvry,Delamain,,Norman,,,,,,,,,,,,,,,,,,"VII, 175, 328 VII, viii",,
Ouvry,Southwood,,Romilly,,,,,,,,,,,,,,,,,,"V, 154, VII, 179",,
Palgrave,Turner,,Francis,,,,,,,,,,Semi-regular,,,,,,,,"V, 291, 415",,
Parkes,,,Joseph,,,,,,,,,Father of Bessie Parkes,,,,,,"310, 311",,," I, 1, II, 7, invites GE to meet Cobden, 9; 21, 37, GE dines with,  41,  91;  unfaithful  to  wife, 342 Strauss tr., initiates it, I, I71-2; con- tributes  '150,  l 72;  175, 185, 187,  190- 1, 196, II,  149",,
Pater,,,Walter,,,,,,,,,Writer,,1870,,,,311,,,"  V, 100, Renais- sance, 455_, in The New Republic, VI, 406",,
Pattison,,,Emilia,,,,,,,,,"Married to Mark Pattison, ""distinguished don's wife""",Semi-regular,,,,,311,,,"V, 5-6, 13, not orig. of Dorothea, 38-9; GE's 1st letter to, 52; 65-6, 74, 77-8, 92, invites GE and GHL to Oxford, 95; 96, 98-100, 116-7, offers GE The Firs, Had-dington as a refuge, 120; 141, 151, 215-6, 238,  272, will talk over all affairs of the heart, 304; plays violin, 305; 343-4, 359, 371-2, 408, 415, 460-1, VI, 12, 43, 66, 75, 97, writing Renaissance of Art in France, 107-8; 139,  142, has arthritis, 156; 176, 202,  204, 228-9, 254, 342-4, 377, in The New Republic, 406; GE sees at Oxford, VII, 31; 90, 104, 152, 154-5, 163,  165, 282 ",,
Pattison,,,Mark,,,,,,,,,"Friend of GE, visitor at the Priory",Semi-regular,,,,,311,,,"V, 6, 13, not orig. of Casaubon, 38-9; a ""general writer,"" 44--5; 96, 98, GE and GHL visit at Oxford, 99-100; 117, 124, 141, 216, 304, 310, 344, 420, VI, 43, lsaac Casau-bon, 66, 97, 108, 176; 139, GE reads ""Philosophy at Oxford,"" 202; rev. Problems, 202; 204,  210, 229,  243, 343, GHL smokes with, 376; GE and GHL call on, VII, 31; writes GE on GHL's death, 155; sends Greek errata to Triib-ner, 160-2 ",,
Paul,,,C. Kegan,,,,,,,,,,Semi-regular,,,,,,,,"VII, 21",,
Payne,Frank,,Joseph,Dr,,,,,,,,Lifelong but infrequent visitor at Priory,Semi-regular,,,,"62, 63",,,,"V, 5, 7, 12-4, 143, GHL recommends to Simon, 148; 238, 385, VI, 14, 43, on death of his mother, 216-7; 259, VII, 17",,
Pelly,,,Lewis,Sir,,,,,,,,,Semi-regular,,,,,,,,"VII, 179,234",,
Phelps,Stuart,,Elizabeth,,,,,,,,,,,,,,,312,,,"V,  388;  VI,  68, The  Gates  Ajar, 68; lectures   on   GE,   158;   GE   gives   bio- graphical details, 163; 317 -8, 417,  VII, 133-4,  lll7",,
Piatti,Carlo,,Alfredo,,,,,,,,,,,,,,,317,,,"III,  361,  V,  12, 383, VI, 29, 128, 348, VII, 16, 18,   20-1,342",,
Pigott,,,Ned,,,,,,,,,,Semi-regular,,,,,,,,,,
Rachel,,,,,,,,,,,,Actress,,,,,,,,,,,
Ralston,Sheddon,,William,,,,,,,,,,Semi-regular,,,,59,,,,"IV. 360,364,478, V, 116, Songs of the Rus-sian People, 142-. 262; 385, 415. 462-3, VI, 14, sends GE Turgenev story; re-signs from BM, 132 ",,
Rathbone,,,Richard,,,,,,,,,,,,,,,,,,"I, 179-80.200 ",,
Rauch,,,Christian,,,,,,,,,Knew the Sage of Chelsea,,,,,,,,,11. 193. VI. 48,,
Reade,,,Charles,,,,,,,,,,,,,,,338,,,"II, 422; 467, IV, 257,  and Felix, 281;  282, Griffeth  Gaunt, V,  18; quarrels  with  Trollope, 351;   GE    has tea  with, 420; A  Woman  Hater  (Maga), VI, 253,  389-91_; A Terrible  Tempta- tion, 253-4,   The    Courier    of    Lyons, VII, 43",,
Recamier,,,,Mme,,,,,,,,Owner of famous French salons ,,,,,41,,,,11. 40,,
Redeker,,,Augusta,Madame,,,,,,,,,Semi-regular,,,,,,,,"VII, 18, 21",,
Renan,,,Ernest,,,,,,,,,,,,,,,"345, 346",,," II,  150,  183;  IV, 95,J'ie   de   Jesus,   GE   on,   93_-5,  123; 'tudes  d'histoire  religieuse, 95_;    105, GE  and  GHL  meet, 328,  330, GE  on, 334; 356, V, 148, 282, Andrieu  lectures on,  VII, 17",,
Robertson,Croom,,Caroline,,,,,,,,,Semi-regular,,,,,,,,,,,
Robertson,Croom,,George,,,,,,,,,Semi-regular,,,,,,,,,"VI, 218, 245, VII,21",,
Rolleston,,,George,,,,,,,,,Met GHL at heavily attended Oxford meeting (1868,,,,,,,,,"V, 100; 420, VI, 139, 204, GHL calls on, 255; 375",,
Romanes,,,George,,,,,,,,,"Author of ""Mental Differences Between Men and Women""",Semi-regular,,,,59,,,,"VII, 242, 254",,
Rossetti,Gabriel,,Dante,,,,,,,,,Visitor at the Priory,,,,,,365,,,"IV,   48_;   meets   GE,   sends photos,  V,  78; Mary  Magdalene, 78-9; Hamlet, 79;  sends  GE  his   Poems, 93_; 96, 247,  and   Buchanan,  VII, 89 ",,
Rossetti,Angeli,,Helen,Mrs.,,,,,,,,,,,,,67,,,,"V, 98",,
Rossetti,Michael,,William,,,,,,,,,,Semi-regular,,,,,,,,,,
Rossini,,,Gioachino,,,,,,,,,,,,,,,366,,,"V,   12, GHL  sings,  VII,  71; La  Gazza  Ladra, IV,  87;  William  Tell, II, 16,  98,  148; 504, IV, 148",,
Roundell,,,Julia,,,,,,,,,,Semi-regular,,,,,,,,"V, 409, 420, VII, 64 Roundell, D. R., V, 409 ",,
Roundell,,,Charles,,,,,,,,,,Semi-regular,,,,,,,,"GHL meets, V,  286;  GHL  dines  with,  291;  409,   420, VII, 64",,
Roundell,Savile,,Charles,,,,,,,,,,,,,,,,,,"V, 286; GHL dines with, 291; 409, 420, VII,64",,
Rubinstein,,,Anton,,,,,,,,,,,1854,,,,"367, 368",,,"VI, 251",,
Ruskin*,,,John,Leading art critic ,,,,,,,,,,,,,,368-370,,,"I, 332, 315, 11, 156, Mod-ern Painters influences GE's realism, 11, 228-, 245; praises Barbara's paint-ing, 255; ""the finest writer living,"" 255; 418, Political Economy of Art, 422-; GE venerates, akin to Wordsworth, 422-3; and Spurgeon, 478, V, 121; Ill, 247, IV, 354, discouraged about women's education, 425; V, 161, VI, 14, and Octavia Hill, VII, 6; praises Tinworth, 53; St. Mark's Rest, 295; 297 ",,
Russell,Stanley,,Katharine,,,,,,,,,,Semi-regular,,,,,,,,,,
Samuel,,,Laurence,,,,,,,,,,,,,,,203,,,,,
Sand,,,George,,,,,,,,,,,,,,,371,,,"Spiridion, I,  203_,  270_; Lelia, 241_,   243; Lettres   d'un   Voya- geur, 243_, 250, II, 171; I, 267, Jacques, 275_,   277; Le   Meunier   d'Angibault, 275_;  influence  on  GE, 277-8; Fran  ois le  Champi,  !l!IO_,  II,   67;  5,  !II,  91, cigars,  379;  colloquial  style,  III, 374; 416, GE looks like,  V, 8-9, 464;  VI,  99,Le Marquis de  P'illemer,  197_;  dies, 266; 272, 312 GHL's  arts.  on, Monthly  Mag. (June 1842), Foreign  Quarterly (July  1844), App.II",,
Sanderson,,,Thomas ,,,,,,,,,,,,,,"70, 71",,,,"V, 234",,
Sauppe,,,Hedwig,*family--need to look up,,,,,,,,Relationship in Weimar with GE and GHL,,,,,,,,,"IV, 130",,
Sauppe,,,Hermann,,,,,,,,,,,,,,,,,,"IV, 130",,
Schiller,,,Frederich,,,,,,,,,,,,,,,379,,,"housewarming, IV, 115; 122, 124, V, 54,",,
Scholls,,,Adolf,,,,,,,,,Relationship in Weimar with GE and GHL,,,,,41,,,,"II, 172, 180, 182 -3",,
Schubert,,,Franz,,,,,,,,,Austrian composer,,,,,,380,,," II, 454, III, 178, IV, 478,  V, 85, VI, 128, Mirah  sings  ""Adieu,""  VI, 184;  355, VII,  16,  344",,
Schumann,Josephine Wieck,,Clara',,,,,,,,,,,October 1854,,,,"380, 381",,," V, 12, !185",,
Scott,,,Walter,,,,,,,,,Novelist and Poet,,,,,,385,,,"novels unsettle GE's or - thodoxy,  I,  21;  ""spiritual  sleep    awful,"" 24;  epitaph  on  Anna  Seward,  55;    !142, GE  plans  art.  on  novels,  II,  200;  215, denied    authorship    of   Waverley,     505; III,    12,    Lockhart's   Life   makes    GHL love  Scott as GE  does,  15;  171,  Mrs. Congreve  reads,  227;  275,  !126,  familiar style  in  low    characters,    !174;    never made  most  of  presentation,  !178;  40!1, 4!14,  IV,  495,  GE's  veneration  for,    V, 144, 170, 175; VI, 2!1, !1!15, ""an almost  sacred  name""  to  GE,  VII,  65;    ""Who wrote  the  Waverley  Novels?""  GE  art., Leader  (19 Apr. 1856), App.  1 Antiquary,   I,   21_,   260_,   275_, V,200, 510, !125, VI, 2!19; Black Dwarf, GEsees  MS,  IV,  24; Fair  Maid  of  Perth, I, 265_,  II,  215; Guy    Mannering, II,    21_, III,   239_;    Heart    of   Midlothian,   II,!148_, III, 159;  Old  Mortality,  I,  149_, II,  215,  VI,  225;   Peveril    of    the    Peak, GE sees MS, IV, 24; poeIDS, GHL reads aloud,  VI,  1!19_; Quentin  Durward, V, 174-5; Redgauntlet, II,  13!1_; Rob  Roy, I,  261_,  III,  58, 410,  481,  VI, 290 -1;Tales of a Grandfather, I, 265; Waver- ley, I, 21_, IV, 481; VII, !188-9 Musical Illustrations of the Waverley Novels  (Flower),  I, 285_Scott  Centenary,  GE  and  GHL    in- vited  to,  V,  144;  GE  cannot  attend,  V, 15!1, 164; 168, 180, 182, 189",,
Sebright,,,Olivia,Lady,,,,,,,,Daughter to Lady Augusta Castletown,Semi-regular,,,,,,,,"V, 414, VI, 209 ",,
Sellar,,,Eleanor,,,,,,,,,Family ties to the Crosses,Semi-regular,,,,,,,,"VI, 30",,
Seymour,Danby,,Henry',,,,,,,,,,,,,,,,,," IV, 172,  195",,
Sibree,,,John,,,,,,,,,"Coventry friend, correspondent of GE",,,,,,397,,,"I,  xliii,  Ixxiv, 64, calls on  GE  at  Plongeon,  306, 309; II,  16, 20, 22, 26,  28, IV,  437, V,  56-7,dies, VI, 361",,
Sibree,,,Mary,,,,,,,,,"Coventry friend, pupil, correspondent of GE",,,,,,397,,,"studies German with GE, I, Ixxiv; 21, 64, 135, on GE's religious views, 151, 162; 233, 241, 252, 260, 269, 271, 294, 298, father objects to her writing GE, 306; 311, not prepared for ""the new Protestantism,"" 315; 344, 358, 372, II, 236, 237; moves into Rosehill, !140; 34!1, 423, 439, 511, III,148, 382, ""revalations"" to GE, IV, 25-6, sends GE Mrs. Sibree's portrait, 108; 212; !116, GE on her Credentials of Conscience, 437; 439, V, 115, borrows Middlemarch from Brays, 265; calls on GE with Mary, 385; VI, 319, 321, on death of father, 361; 425, VII, 340, 344",,
Sidgwick,,,Arthur,,,,,,,,,,Semi-regular,,,,67,,,,,,
Simcox,Augustus,,George,,,,,,,,,,,,,,,,,,"V, 415, VI, 5, 12,  14,  249, 294 ",,
Smith ,,,Andrew,,,,,,,,,Publisher,,,,,4,,,,,,
Smyth,,,Gertrude,,,,,,,,,,Semi-regular,,,,,,,,,,
Smyth,,,Frederick,,,,,,,,,,,,,,,,,,"II, 4114",,
Solmar,,,Henriette,,,,,,,,,GHL frequently attended salon; Carried Rahel Levin tradition ,,,,,,,,,"II, 184-5",,
Stanley,Lyulph,,Edward,,,,,,,,,Visitor at the priory,Semi-regular,January 1869,,,64,,,,"V, 4, 45, VI, 14, 154-5",,
Stanley,Bell,,Mary,,,,,,,,,Married to Lyulph,,,,,64,,,,,,
Stanley,,,Kate,,,,,,,,,"Sister of Lyulph, visitor at the Priory",,,,,65,,,,,,
Stanley,,,Henrietta,,,,,,,,,Involved with founding of Girton College,,,,,65,,,,"VI, 155 ",,
Stanley-Howard,,,Rosalind,,,,,,,,,"Sister of Lyulph, visitor at the Priory",,,,,65,,,,,,
Stephen,,,Leslie,,,,,,,,,Despised GHL,Semi-regular,,,,,,,,"V, 422, GE consults on Cambridge life, VI, HQ-I; 364,415, VII, 3, Samuel Johnson (EML ser.), 65-6-, 241, 85 ",,
Stephen,Fitzjames,,James,,,,,,,,,,,,,,10,,,,"Ill, 438, IV, 192, 361, V, 76,415, Liberty, Equal-ity, Fraternity, 421-2",,
Strachey,,,Richard,General,,,,,,,,Occassionally joined Jane Strachey at Priory,Semi-regular,,,,73,,,,"V. 333. VII, 264",,
Strachey,,,Jane,,,,,,,,,Sister to Lady Louisa Colvile,Semi-regular,,,,73,,,,"VI, 14, 29, 259, VII, 264. 306, GE's last letter. 349 ",,
Strauss,Friedrich,,David,,,,,,,,,Friend of Brabant,,,,,,"420, 421",,,"I,    158;    GE    meets    at    Cologne, II,  171;  told  ""young  lady""  was    tr.,  I, 177;  specimen  proof  sent  to,  210;  GE sees  letter  from,  211;  contributes  Latin preface,   214;   343,   GE   sees   him   in Munich,  II,  470-2;  475,  Princess  Vic- toria friendly  to, VII, 29 Christliche  Glaubenslehre, I, 158 Das  Leben  Jesu, I,  xi,  xliv,  l,  lvii,  lix, lxii,  Mrs.  Houghton  reads,  I,  157;  ac- count  of  tr.,  170;  GE  takes  over  from Rufa,    171;    GE    translates,      172-218; Rufa  sends  her  MS,  182;  Vol. 11 fin- ished,  187;  Dr.  Brabant  and,  191,  194; Parkes    sends    checks    for,    196;    pub., 217;  rev.  Prospective  (Wicksteed), 224, 227; 226, Chapman's terms, 231; Sibree  on, 241; 244, GE offers to abridge, 349,  354; 369, Leroux on, II, 5; 9, 149,  MS,  163; III, 130, CLL  reads,  IV, 123 Essais  d'histoire  religieuse (tr.   Rit- ter), V,  282, 287, VI, 110 Leben   Jesu   fur  das  deutsche  'Polk, IV,  139, 208_Julian der Abtrii.nnige, I, 270_",,
Stuart,,,Elma,,,,,,,,,Friend of GE,,,,,,422,,,"I, xii, account of, lxxvi-lxxvii; carves bookslide for GE, V, 244; GHL sends Sayings, 244; carves mirror for GE, 374-5; 437-8, comes to Blackbrook, 442; 462-3, 466, VI, 26-7, 35-6, 58, 81-2, 84-{l, 1l2-3, 120, of the inner circle, 121; 127, 133-4, writes story of GE's influence, 167; printed in ""the W."" [a magazine?], reprints must be destroyed, 230, 242-3; 248-9, 259, Trollope spoiled visit, 260; 261-2,284-5, 291, 293-4, 306, 322,  327, 334,  338, 355,365-6,377,393,399-401,403-4,437 VII, 3-5, 10, 17-18,23-4,34-5, 38-9, 54, has legacy from Sir James Coxe, 74-5; 76-7, 99-100, sees GE, 125-{l; 134, 169-70, 198-200, 210-11, 232-4, 249-50, GE calls on, 258; 262-3, CLL to tell of GE's marriage, 266; Cross writes, 267; 275-6,  281-2, 289, 301-2, 303-4, 315-{l, 323-4, 330, 334-5, wants GE to dissuade Mrs. Menzies from becoming Catholic,' 346-7; 348-9 ",,
Stummer,,,Juda,,,,,,,,,German physician; treated GHL at Malvern; never resurfaces on guest list,,,,,,,,,"IV, 167, calls on GE, 171-2",,
Sully,,,James,,,,,,,,,,Semi-regular,,,,59,423,,,"VI, 333, VII, 12, art. on GHL (New Quarterly), 153,   198, 208, 212, 214, 230; reads proof of Problems, Vol. IV, 154, 166, 180, 191,202,208; 234, rev: Problems (Academy), 263; 265, 338",,
Symonds,Addington,,John,,,,,,,,,,,,,,,,,,"VI, 139",,
Tauchnitz,Bernhard,,Christian,,,,,,,,,Secured rights for continental reprint of GE's novels except for Middlemarch,,,,,,426,,," IV,   4, made baron, 258; V, 214, 225, raises of- fers to English authors, 257, 315 Collection   of   British   Authors, re- prints  Scenes,. II,  477, 499, 507-8; Ill,77,  112,  186,  Adam,  76,  77,  112, 186; 300, Mill, 268, 800; Felix, IV, 252, 258, 311,   348,  added   to   series,   352; 359, Jubal offered  to,  VI,  44;  210,  VII,  129, 131,   145,   GE   accepts   '50   for Theo- phrastus.  VII,  147,  150;  refuses  Prob' lems, 829Collection of German Authors, CLL translates  for, IV, 369,420 ",,
Taylor,Alfred,,Peter,,,,,,,,,Friend of GE,,,,,,426,,,,,
Tennyson,,,Lionel,,,,,,,,,,,,,,,,,,"marries. VII, 14; 284 ",,
Thackeray,Isabella,,Anne,,,,,,,,,,,,,,,429,,,"II, 322",,
Thackeray,Makepeace,,William,,,,,,,,,English Novelist,,,,,,"429, 430",,,"I, lit visits Brays, I, lvi, II, 202; I, 355, art. Ur' WR  on (Martin), II, 95; H.   Martineau and  GE on,  157; and  Goethe, 202; oii'Scenes, 291, 298, 322, 409, 458, VII, 31'7/, GE and,  300, 344-5,  349;  352, Seen""' sent, 418;  thinks GE a  man, 435;  4'*) Adam sent to, III,6;28, 43, 78, 97, Com- hill, 189, 195, 206-7,  300,  335, III, 210,IV, 24; on Fielding, III, 252; 306, Lau - rence portrait of, 308, 328-9; 434; GHL on, 43-t, IV, 54;  III, 474, dies,  IV,  122; 126, 501, V, 184, 186, VI, 201, 313, 423, VII,   250,   GHL's   art., Fraser's Uan. 1847), App. n English Humorists, IV, 91_; Henry Esmond, II,  66-7_, 80, 157,  IV, 79,  90- 1; Paris Sketch Book, I, 184, IV,  406-7;Pendennis, I,  110,  IV,  209; Philip, 18; Yanity  Fair, II,  157_; 1'irginians, 401, 458,  III, 8 ",,
Thoreau,David,,Henry,,,,,,,,,,,,,,,432,,,"II,  218_; 257",,
Trollope,,,Thomas A,,,,,,,,,,Semi-regular,1861,,,,"441, 442",,,"What  I  Remember, III, 431,  435, v. 69",,
Trollope,,,Beatrice,,,,,,,,,,Semi-regular,1864,,,,,,,"Ill, 419,  436, 472, IV, 150, V, 22, 28, 70, sings at Priory, VI, 48, and at Lady Castle-town's, 51",,
Trollope,,,Theodosia,,,,,,,,,GE wrote letter to Theodosia in 1861 regarding spa physician James Gully,,,,,44,,,,"calls on GE, Ill, 414.  419. 435. 470, 472, IV, 149, dies, 200",,
Trubner,,,Nikolaus,,,,,,,,,,Semi-regular,,,,,,,,"agent for Brockhaus, 11, 481. 485, Ill, 152, 267-8, 352, GHL recommends to Sara, IV, 12; 194, nego-tiates with Ticknor and Fields, V, 16; 18, 36, has ""Agatha"" printed for cp., 37, VI, 5; gets wine for GHL, V, 151; 155, pub. Sara's Present Religion, 218; 327, takes over pub. of Problems, 411; 453, 472, VI, 8, 31, 21I, 256, 306, VII, 21, 35, 1I6, 127, 156:-7, 160,  162,  166. 176, 188,217,223,228,234, brings Bret Harte to GE, 241 ",,
Turgnev,,,Ivan,,,,,,,,,,Rare celebrity ,,,,,,,,"I, x, knew GHL in Berlin, V, 143; lunches at Priory, 143; GE writes to, VI, 34; ""Pounine et Babourine,"" 132-; Rtfcits d'un chasseur, 171; Nouvelles Moscovites. 171; Terres Vierges, 424; GE meets at Halls'. VII. 73",,
Varnhagen von Ense,,,Karl,,,,,,,,,,,1854,,,,446,,,"II,  184-5,  192; writes verses to GE, II, 203",,
Verdi,,,Guiseppe,,,,,,,,,,,,,,,447,,," IV,  92,  V, 85. See also Opera",,
Viardot,,,Pauline,,,,,,,,,,Rare celebrity ,,,,,,,,sings at Priory. V.143-4,,
Von Baudissin,,,Ida,Countess,,,,,,,,"Met GE/GHL in Baden Baden; Visited the Priory June 19th, 1870",,1868,,,,,,,,,
von Baudissin,Ida,,Grafin,,,,,,,,,Also guests while GE/GHL were in Sankt Margen,,,,,48,,,,,,
von Baudissin,,,Agnes,,,,,,,,,"Also guests while GE/GHL were in Sankt Margen; GE writes poem (1868) ""Agatha""",,,,,49,,,,,,
von Ense,,,Varnhagen,,,,,,,,,Husband of Rahel Levin; Continued to enjoy salons/attended Solmar's with the Leweses after wife's death (1833); Knew the Sage of Chelsea,,,,,"21,41",,,,,,
Wagner,,,Richard,,,,,,,,,Musician,,,,,,459,,,"II,  169,  Liszt  conducts his  operas  at  Weimar,  174;  191,  205, Fliegende  Hollander, IV,  388;    GHL  on  his  music,  V,  85;  GE  hears Tann- hiiuser 2d time, 87; !117, GHL meets in London, VI, 368, 370, 372; Tristan und Isolde, 374;  GE  dines  with,  373;  reads Parsifal, .37!1-4; Die   Beiden   Grena- diere, VII,  16-7;  GE's  ""The  Romantic School   of   Music,"" Leader (28   Oct. 1854), App. I",,
Waldstein,,,Charles,,,,,,,,,,Semi-regular,,,,,,,,"VII, 12 ",,
Ward,,,,Dr,,,,,,,,"Post-salon dinner guest (Feb 28, 1869)",,,,,64,,,,,,
Watts,,,G.F,,,,,,,,,Artist; Owner of Little Holland House ,,,,,59,,,,"IV, 476, V, 77, 261, and Mrs. Pattison, 305",,
Whitman,,,Walt,,,,,,,,,,,,,,,"463, 464",,,"GEcontributestofu11d'' for, VI, 241; uses motto from in De- '' ronda, 241; motto omitted in 7/6 ed., restored  in  Cabinet  ed.,  VI 421",,
Williams,,,S.D,,,,,,,,,,,,,,41,,,,"IV, 17, at Priory housewarming, 115; VI, 320, VII, 294",,
Wilson,,,Thomas,,,,,,,,,In Weimar as an English teacher,,,,,41,,,,"account of. I. 345; at 142 Strand, 364; GE meets at Weimar, 11, 172; 178",,
Wingfield,,,Lewis,,,,,,,,,One of the wealthiest/most social guest at the Priory,,1871,,,30,,,,"V, 143, 247, 263,425 ",,
Wingfield,,,Cecilia,,,,,,,,,Daughter of Lady Augusta Castletown,Semi-regular,1871,,,,,,,"V, 143,247, 312,  316, Lady Casdetown on, 425; VI, 43, 128",,
Women of Chambers/Lehmann/Benzon family,,,,,,,,,,,,,,,,,,,,,,,
Wordsworth,,,William,,,,,,,,,,,,,,,"473, 374",,,"I,  xlvi, I,  29, GE  buys Works, Moxon's  ed.,  I,  34;    pre- fers, VII, 261; rose-leaves from his gar""' den,  I,  99;  II,  25,  Ruskin  akin  to,  423; GHL  reads,  430;  III,  382, at  Camaldoli. 424;  ""Mr.  Wilkinson,  a  clergyman,""  IV, 361;  V,  437,  468,  VI,  72, 395 -6, ""incomparable,""  439;  GE  reads  with  Cross, VII, 140; Arnold's selections, 221, 262:: Myers's  in  EML  ser., 342_poems, ""The  Borderers,""  IV, 216_;_Excursion,  II,  423,  430,  III,  149;  ""I Grieved,""   VII,   262_;   ""Intimations of Immortality,""   IV,   149_;      ""Michael'' motto  for Silas, III,  385_;  ""My  Heart Leaps  Up,""  I,  71_;  ""O    Friend!"",   VI, 17_;   ""The   Power   of   Sound,""   I,   68_; Prelude, 70_,  VII,  261_,  346;   ""These Times  Strike,""  I,  251_; Tintern  Abbey, 177_, 248_, IV, 277_; ""To  Joanna,""   V, 78_; ""The World Is Too Much,"" 132_",,
,,,,,,,,,,,,,,,,,,,,,"revs. in Times, Adam, Ill, 24, Mill, 298.",,
,,,,,,,,,,,,,,,,,,,,,"Si/as, 397. Felix, IV. 275. SPanish",,
,,,,,,,,,,,,,,,,,,,,,"Gypsy, 449",,
